instance,goal,result,duration
exp_acyclic_depvary_step4_batch_yyy05.pl,c1,y,2.81
exp_acyclic_depvary_step4_batch_yyy05.pl,e1,n,2.16
exp_cycles_depvary_step7_batch_yyy07.pl,q4,y,2.10
exp_cycles_depvary_step7_batch_yyy07.pl,s2,y,2.38
exp_cycles_depvary_step7_batch_yyy07.pl,f4,n,2.69
exp_cycles_depvary_step7_batch_yyy07.pl,f3,n,2.62
exp_cycles_depvary_step7_batch_yyy07.pl,t1,n,2.66
exp_cycles_depvary_step7_batch_yyy07.pl,a4,n,2.67
exp_cycles_depvary_step7_batch_yyy07.pl,p2,y,2.61
exp_cycles_depvary_step7_batch_yyy07.pl,w3,n,2.02
exp_cycles_depvary_step7_batch_yyy07.pl,t3,y,2.32
exp_cycles_depvary_step7_batch_yyy07.pl,q2,y,2.69
exp_cycles_indvary1_step7_batch_yyy07.pl,r2,n,1.91
exp_cycles_indvary1_step7_batch_yyy07.pl,c3,n,2.47
exp_cycles_indvary1_step7_batch_yyy07.pl,y5,n,1.77
exp_cycles_indvary1_step7_batch_yyy07.pl,u5,n,1.95
exp_cycles_indvary1_step7_batch_yyy07.pl,w3,n,1.67
exp_cycles_indvary1_step7_batch_yyy07.pl,p3,n,1.96
exp_cycles_indvary1_step7_batch_yyy07.pl,f1,y,1.92
exp_cycles_indvary1_step7_batch_yyy07.pl,r6,n,1.68
exp_cycles_indvary1_step7_batch_yyy07.pl,a3,y,1.92
exp_cycles_indvary1_step7_batch_yyy07.pl,y2,n,2.46
exp_acyclic_depvary_step4_batch_yyy07.pl,e1,n,2.76
exp_acyclic_depvary_step4_batch_yyy07.pl,a2,y,2.31
exp_acyclic_depvary_step4_batch_yyy07.pl,d2,y,1.98
exp_acyclic_depvary_step4_batch_yyy07.pl,c1,y,1.80
exp_acyclic_depvary_step4_batch_yyy07.pl,y2,n,2.24
exp_acyclic_depvary_step4_batch_yyy07.pl,c2,y,2.15
exp_acyclic_depvary_step4_batch_yyy07.pl,u1,n,2.29
exp_acyclic_depvary_step4_batch_yyy07.pl,v2,y,1.83
exp_acyclic_depvary_step4_batch_yyy07.pl,e2,n,2.44
exp_acyclic_depvary_step4_batch_yyy07.pl,w2,y,1.99
exp_cycles_indvary1_step3_batch_yyy08.pl,s2,y,2.26
exp_cycles_indvary1_step3_batch_yyy08.pl,e2,n,2.95
exp_cycles_indvary1_step3_batch_yyy08.pl,t2,y,2.50
exp_cycles_indvary1_step3_batch_yyy08.pl,y2,y,2.25
exp_cycles_indvary1_step3_batch_yyy08.pl,c2,n,2.33
exp_cycles_indvary1_step3_batch_yyy08.pl,z1,n,3.03
exp_cycles_indvary1_step3_batch_yyy08.pl,v1,n,2.78
exp_cycles_indvary1_step3_batch_yyy08.pl,y1,n,1.96
exp_cycles_indvary1_step3_batch_yyy08.pl,a1,n,2.54
exp_cycles_indvary1_step3_batch_yyy08.pl,b3,n,2.38
exp_acyclic_indvary1_step6_batch_yyy02.pl,f2,n,2.25
exp_acyclic_indvary1_step6_batch_yyy02.pl,t2,n,1.94
exp_acyclic_indvary1_step6_batch_yyy02.pl,s4,y,1.94
exp_acyclic_indvary1_step6_batch_yyy02.pl,z1,y,2.04
exp_acyclic_indvary1_step6_batch_yyy02.pl,w3,n,2.06
exp_acyclic_indvary1_step6_batch_yyy02.pl,t5,n,1.85
exp_acyclic_indvary1_step6_batch_yyy02.pl,r3,n,1.93
exp_acyclic_indvary1_step6_batch_yyy02.pl,t4,n,1.87
exp_acyclic_indvary1_step6_batch_yyy02.pl,e1,y,1.83
exp_acyclic_indvary1_step6_batch_yyy02.pl,z4,n,1.73
exp_cycles_indvary3_step6_batch_yyy01.pl,x3,n,2.03
exp_cycles_indvary3_step6_batch_yyy01.pl,t2,n,2.12
exp_cycles_indvary3_step6_batch_yyy01.pl,z1,n,1.87
exp_cycles_indvary3_step6_batch_yyy01.pl,v2,n,2.20
exp_cycles_indvary3_step6_batch_yyy01.pl,v1,n,1.91
exp_cycles_indvary3_step6_batch_yyy01.pl,f1,y,1.96
exp_cycles_indvary3_step6_batch_yyy01.pl,y2,n,2.09
exp_cycles_indvary3_step6_batch_yyy01.pl,b1,n,2.25
exp_cycles_indvary3_step6_batch_yyy01.pl,t1,n,1.85
exp_cycles_indvary3_step6_batch_yyy01.pl,s3,n,1.88
exp_cycles_indvary2_step5_batch_yyy01.pl,f2,n,3.14
exp_cycles_indvary2_step5_batch_yyy01.pl,s2,y,3.30
exp_cycles_indvary2_step5_batch_yyy01.pl,r1,n,2.07
exp_cycles_indvary2_step5_batch_yyy01.pl,t2,y,2.46
exp_cycles_indvary2_step5_batch_yyy01.pl,r3,y,2.48
exp_cycles_indvary2_step5_batch_yyy01.pl,c2,y,3.03
exp_cycles_indvary2_step5_batch_yyy01.pl,u2,y,3.07
exp_cycles_indvary2_step5_batch_yyy01.pl,b2,y,2.76
exp_cycles_indvary2_step5_batch_yyy01.pl,p1,y,2.55
exp_cycles_indvary2_step5_batch_yyy01.pl,c3,n,4.08
exp_acyclic_indvary1_step6_batch_yyy09.pl,s4,y,2.56
exp_acyclic_indvary1_step6_batch_yyy09.pl,s5,n,2.12
exp_acyclic_indvary1_step6_batch_yyy09.pl,q4,y,2.57
exp_acyclic_indvary1_step6_batch_yyy09.pl,a2,y,2.16
exp_acyclic_indvary1_step6_batch_yyy09.pl,r2,n,2.86
exp_acyclic_indvary1_step6_batch_yyy09.pl,y2,n,3.04
exp_acyclic_indvary1_step6_batch_yyy09.pl,d2,y,2.56
exp_acyclic_indvary1_step6_batch_yyy09.pl,z1,n,2.34
exp_acyclic_indvary1_step6_batch_yyy09.pl,t5,y,2.60
exp_acyclic_indvary1_step6_batch_yyy09.pl,y3,n,2.54
exp_cycles_indvary3_step3_batch_yyy02.pl,q1,n,2.24
exp_cycles_indvary3_step3_batch_yyy02.pl,f2,n,3.36
exp_cycles_indvary3_step3_batch_yyy02.pl,b3,y,2.35
exp_cycles_indvary3_step3_batch_yyy02.pl,p2,n,3.72
exp_cycles_indvary3_step3_batch_yyy02.pl,t1,n,2.08
exp_cycles_indvary3_step3_batch_yyy02.pl,c2,y,2.13
exp_cycles_indvary3_step3_batch_yyy02.pl,a2,n,2.81
exp_cycles_indvary3_step3_batch_yyy02.pl,p1,n,2.20
exp_cycles_indvary3_step3_batch_yyy02.pl,u1,n,2.34
exp_cycles_indvary3_step3_batch_yyy02.pl,x1,n,2.22
exp_acyclic_indvary2_step4_batch_yyy08.pl,d1,n,3.80
exp_acyclic_indvary2_step4_batch_yyy08.pl,u1,y,2.56
exp_acyclic_indvary2_step4_batch_yyy08.pl,a1,n,3.75
exp_acyclic_indvary2_step4_batch_yyy08.pl,q2,n,2.16
exp_acyclic_indvary2_step4_batch_yyy08.pl,w1,y,3.00
exp_acyclic_indvary2_step4_batch_yyy08.pl,s1,y,3.08
exp_acyclic_indvary2_step4_batch_yyy08.pl,a2,y,3.54
exp_acyclic_indvary2_step4_batch_yyy08.pl,e2,n,3.31
exp_acyclic_indvary2_step4_batch_yyy08.pl,z1,n,2.51
exp_acyclic_indvary2_step4_batch_yyy08.pl,d2,n,3.94
exp_acyclic_indvary1_step8_batch_yyy02.pl,w3,n,2.29
exp_acyclic_indvary1_step8_batch_yyy02.pl,r6,y,2.68
exp_acyclic_indvary1_step8_batch_yyy02.pl,c3,y,2.42
exp_acyclic_indvary1_step8_batch_yyy02.pl,p5,n,2.29
exp_acyclic_indvary1_step8_batch_yyy02.pl,u1,n,2.07
exp_acyclic_indvary1_step8_batch_yyy02.pl,u7,n,1.97
exp_acyclic_indvary1_step8_batch_yyy02.pl,s6,n,2.02
exp_acyclic_indvary1_step8_batch_yyy02.pl,v7,n,2.15
exp_acyclic_indvary1_step8_batch_yyy02.pl,u3,n,2.27
exp_acyclic_indvary1_step8_batch_yyy02.pl,a1,y,2.09
exp_acyclic_indvary1_step4_batch_yyy06.pl,p2,y,2.47
exp_acyclic_indvary1_step4_batch_yyy06.pl,z1,n,2.22
exp_acyclic_indvary1_step4_batch_yyy06.pl,u1,n,2.09
exp_acyclic_indvary1_step4_batch_yyy06.pl,q4,n,2.13
exp_acyclic_indvary1_step4_batch_yyy06.pl,r1,n,2.74
exp_acyclic_indvary1_step4_batch_yyy06.pl,r2,n,2.06
exp_acyclic_indvary1_step4_batch_yyy06.pl,x2,y,2.29
exp_acyclic_indvary1_step4_batch_yyy06.pl,b3,y,2.25
exp_acyclic_indvary1_step4_batch_yyy06.pl,a1,y,2.63
exp_acyclic_indvary1_step4_batch_yyy06.pl,t2,n,2.09
exp_cycles_indvary2_step1_batch_yyy05.pl,f1,y,2.32
exp_cycles_indvary2_step1_batch_yyy05.pl,t1,n,2.82
exp_cycles_indvary2_step1_batch_yyy05.pl,u2,y,2.71
exp_cycles_indvary2_step1_batch_yyy05.pl,s1,n,2.30
exp_cycles_indvary2_step1_batch_yyy05.pl,v1,y,2.45
exp_cycles_indvary2_step1_batch_yyy05.pl,w1,y,2.33
exp_cycles_indvary2_step1_batch_yyy05.pl,v2,n,2.15
exp_cycles_indvary2_step1_batch_yyy05.pl,p1,n,2.19
exp_cycles_indvary2_step1_batch_yyy05.pl,a1,y,2.69
exp_cycles_indvary2_step1_batch_yyy05.pl,r1,y,2.14
exp_cycles_depvary_step1_batch_yyy04.pl,e1,n,2.40
exp_cycles_depvary_step1_batch_yyy04.pl,w1,n,1.95
exp_cycles_depvary_step1_batch_yyy04.pl,r1,y,2.49
exp_cycles_depvary_step1_batch_yyy04.pl,u1,n,2.00
exp_cycles_depvary_step1_batch_yyy04.pl,t1,y,2.08
exp_cycles_depvary_step1_batch_yyy04.pl,b1,n,2.49
exp_cycles_depvary_step1_batch_yyy04.pl,f1,n,2.28
exp_cycles_depvary_step1_batch_yyy04.pl,q1,y,2.12
exp_cycles_depvary_step1_batch_yyy04.pl,d1,n,2.21
exp_cycles_depvary_step1_batch_yyy04.pl,v1,y,2.06
exp_acyclic_depvary_step6_batch_yyy05.pl,q3,n,2.21
exp_acyclic_depvary_step6_batch_yyy05.pl,u1,n,3.63
exp_acyclic_depvary_step6_batch_yyy05.pl,p4,n,3.04
exp_acyclic_depvary_step6_batch_yyy05.pl,a2,y,3.06
exp_acyclic_depvary_step6_batch_yyy05.pl,q1,y,3.07
exp_acyclic_depvary_step6_batch_yyy05.pl,c1,n,3.13
exp_acyclic_depvary_step6_batch_yyy05.pl,w1,n,4.27
exp_acyclic_depvary_step6_batch_yyy05.pl,p2,n,2.98
exp_acyclic_depvary_step6_batch_yyy05.pl,p3,y,2.60
exp_acyclic_depvary_step6_batch_yyy05.pl,t1,n,2.30
exp_acyclic_depvary_step8_batch_yyy03.pl,w2,y,2.60
exp_acyclic_depvary_step8_batch_yyy03.pl,w3,n,3.06
exp_acyclic_depvary_step8_batch_yyy03.pl,u1,n,3.41
exp_acyclic_depvary_step8_batch_yyy03.pl,a2,y,3.79
exp_acyclic_depvary_step8_batch_yyy03.pl,q4,y,2.80
exp_acyclic_depvary_step8_batch_yyy03.pl,v2,n,2.25
exp_acyclic_depvary_step8_batch_yyy03.pl,q1,y,3.63
exp_acyclic_depvary_step8_batch_yyy03.pl,x3,n,2.68
exp_acyclic_depvary_step8_batch_yyy03.pl,z3,n,3.57
exp_acyclic_depvary_step8_batch_yyy03.pl,s4,y,3.12
exp_cycles_indvary1_step1_batch_yyy05.pl,f2,y,2.34
exp_cycles_indvary1_step1_batch_yyy05.pl,p1,y,2.33
exp_cycles_indvary1_step1_batch_yyy05.pl,q1,y,2.07
exp_cycles_indvary1_step1_batch_yyy05.pl,e1,n,2.40
exp_cycles_indvary1_step1_batch_yyy05.pl,a3,y,2.02
exp_cycles_indvary1_step1_batch_yyy05.pl,d2,y,2.03
exp_cycles_indvary1_step1_batch_yyy05.pl,c2,n,2.64
exp_cycles_indvary1_step1_batch_yyy05.pl,t1,n,2.09
exp_cycles_indvary1_step1_batch_yyy05.pl,c3,n,2.32
exp_cycles_indvary1_step1_batch_yyy05.pl,a2,n,2.06
exp_acyclic_depvary_step7_batch_yyy08.pl,b3,y,2.24
exp_acyclic_depvary_step7_batch_yyy08.pl,a4,n,3.07
exp_acyclic_depvary_step7_batch_yyy08.pl,t3,y,4.21
exp_acyclic_depvary_step7_batch_yyy08.pl,v4,y,3.08
exp_acyclic_depvary_step7_batch_yyy08.pl,a1,n,3.85
exp_acyclic_depvary_step7_batch_yyy08.pl,p3,y,2.62
exp_acyclic_depvary_step7_batch_yyy08.pl,v3,n,2.06
exp_acyclic_depvary_step7_batch_yyy08.pl,x2,y,2.58
exp_acyclic_depvary_step7_batch_yyy08.pl,d4,y,2.93
exp_acyclic_depvary_step7_batch_yyy08.pl,y2,y,2.79
exp_cycles_indvary2_step5_batch_yyy03.pl,p2,y,3.16
exp_cycles_indvary2_step5_batch_yyy03.pl,q1,n,2.34
exp_cycles_indvary2_step5_batch_yyy03.pl,f1,n,3.48
exp_cycles_indvary2_step5_batch_yyy03.pl,u1,n,2.58
exp_cycles_indvary2_step5_batch_yyy03.pl,c2,n,3.24
exp_cycles_indvary2_step5_batch_yyy03.pl,f2,n,3.39
exp_cycles_indvary2_step5_batch_yyy03.pl,w1,n,2.39
exp_cycles_indvary2_step5_batch_yyy03.pl,a3,n,3.33
exp_cycles_indvary2_step5_batch_yyy03.pl,c1,y,2.17
exp_cycles_indvary2_step5_batch_yyy03.pl,s2,y,2.85
exp_acyclic_indvary2_step3_batch_yyy07.pl,t2,y,3.12
exp_acyclic_indvary2_step3_batch_yyy07.pl,t1,y,3.15
exp_acyclic_indvary2_step3_batch_yyy07.pl,b2,n,3.05
exp_acyclic_indvary2_step3_batch_yyy07.pl,r1,y,2.52
exp_acyclic_indvary2_step3_batch_yyy07.pl,e2,y,2.25
exp_acyclic_indvary2_step3_batch_yyy07.pl,d1,n,2.68
exp_acyclic_indvary2_step3_batch_yyy07.pl,s1,n,2.26
exp_acyclic_indvary2_step3_batch_yyy07.pl,z2,y,2.76
exp_acyclic_indvary2_step3_batch_yyy07.pl,f1,y,3.23
exp_acyclic_indvary2_step3_batch_yyy07.pl,r3,y,3.24
exp_acyclic_depvary_step9_batch_yyy02.pl,e3,y,3.43
exp_acyclic_depvary_step9_batch_yyy02.pl,u2,y,2.80
exp_acyclic_depvary_step9_batch_yyy02.pl,s1,n,5.46
exp_acyclic_depvary_step9_batch_yyy02.pl,a3,n,2.84
exp_acyclic_depvary_step9_batch_yyy02.pl,x3,n,2.37
exp_acyclic_depvary_step9_batch_yyy02.pl,a4,n,4.56
exp_acyclic_depvary_step9_batch_yyy02.pl,w4,n,5.06
exp_acyclic_depvary_step9_batch_yyy02.pl,u3,n,2.28
exp_acyclic_depvary_step9_batch_yyy02.pl,c1,y,3.18
exp_acyclic_depvary_step9_batch_yyy02.pl,y3,n,2.51
exp_cycles_indvary3_step4_batch_yyy03.pl,s1,n,2.18
exp_cycles_indvary3_step4_batch_yyy03.pl,q2,n,3.15
exp_cycles_indvary3_step4_batch_yyy03.pl,s3,n,2.09
exp_cycles_indvary3_step4_batch_yyy03.pl,z3,n,2.01
exp_cycles_indvary3_step4_batch_yyy03.pl,e2,n,2.82
exp_cycles_indvary3_step4_batch_yyy03.pl,y2,n,2.38
exp_cycles_indvary3_step4_batch_yyy03.pl,c3,y,2.37
exp_cycles_indvary3_step4_batch_yyy03.pl,z2,n,3.08
exp_cycles_indvary3_step4_batch_yyy03.pl,p3,n,3.08
exp_cycles_indvary3_step4_batch_yyy03.pl,v3,n,2.66
exp_cycles_depvary_step1_batch_yyy08.pl,r1,y,1.80
exp_cycles_depvary_step1_batch_yyy08.pl,p1,y,1.94
exp_cycles_depvary_step1_batch_yyy08.pl,b1,n,2.13
exp_cycles_depvary_step1_batch_yyy08.pl,u1,y,1.79
exp_cycles_depvary_step1_batch_yyy08.pl,f1,n,1.99
exp_cycles_depvary_step1_batch_yyy08.pl,s1,n,1.82
exp_cycles_depvary_step1_batch_yyy08.pl,a1,n,1.97
exp_cycles_depvary_step1_batch_yyy08.pl,y1,y,1.64
exp_cycles_depvary_step1_batch_yyy08.pl,e1,y,1.87
exp_cycles_depvary_step1_batch_yyy08.pl,v1,y,1.94
exp_acyclic_indvary2_step8_batch_yyy06.pl,c2,n,3.96
exp_acyclic_indvary2_step8_batch_yyy06.pl,c3,n,4.35
exp_acyclic_indvary2_step8_batch_yyy06.pl,v1,y,3.56
exp_acyclic_indvary2_step8_batch_yyy06.pl,p3,y,3.36
exp_acyclic_indvary2_step8_batch_yyy06.pl,s1,y,3.44
exp_acyclic_indvary2_step8_batch_yyy06.pl,v2,n,2.49
exp_acyclic_indvary2_step8_batch_yyy06.pl,q3,y,3.56
exp_acyclic_indvary2_step8_batch_yyy06.pl,t1,n,2.49
exp_acyclic_indvary2_step8_batch_yyy06.pl,b2,y,4.00
exp_acyclic_indvary2_step8_batch_yyy06.pl,u1,y,3.22
exp_acyclic_indvary1_step8_batch_yyy04.pl,q3,n,1.87
exp_acyclic_indvary1_step8_batch_yyy04.pl,y3,n,1.95
exp_acyclic_indvary1_step8_batch_yyy04.pl,a1,y,1.94
exp_acyclic_indvary1_step8_batch_yyy04.pl,u1,n,1.79
exp_acyclic_indvary1_step8_batch_yyy04.pl,z2,n,1.91
exp_acyclic_indvary1_step8_batch_yyy04.pl,p6,n,2.59
exp_acyclic_indvary1_step8_batch_yyy04.pl,v2,n,2.30
exp_acyclic_indvary1_step8_batch_yyy04.pl,y1,n,2.06
exp_acyclic_indvary1_step8_batch_yyy04.pl,w7,y,2.16
exp_acyclic_indvary1_step8_batch_yyy04.pl,w4,n,1.94
exp_acyclic_depvary_step10_batch_yyy10.pl,u5,y,2.40
exp_acyclic_depvary_step10_batch_yyy10.pl,u2,y,3.82
exp_acyclic_depvary_step10_batch_yyy10.pl,t1,n,2.15
exp_acyclic_depvary_step10_batch_yyy10.pl,y3,n,2.24
exp_acyclic_depvary_step10_batch_yyy10.pl,r1,n,2.15
exp_acyclic_depvary_step10_batch_yyy10.pl,t5,y,3.29
exp_acyclic_depvary_step10_batch_yyy10.pl,f3,n,3.41
exp_acyclic_depvary_step10_batch_yyy10.pl,f5,n,3.18
exp_acyclic_depvary_step10_batch_yyy10.pl,b6,n,3.42
exp_acyclic_depvary_step10_batch_yyy10.pl,p1,y,3.07
exp_cycles_indvary1_step2_batch_yyy10.pl,b1,y,2.47
exp_cycles_indvary1_step2_batch_yyy10.pl,r2,n,2.31
exp_cycles_indvary1_step2_batch_yyy10.pl,d1,y,2.46
exp_cycles_indvary1_step2_batch_yyy10.pl,c2,n,2.24
exp_cycles_indvary1_step2_batch_yyy10.pl,q1,y,2.12
exp_cycles_indvary1_step2_batch_yyy10.pl,f2,y,2.06
exp_cycles_indvary1_step2_batch_yyy10.pl,e2,n,2.20
exp_cycles_indvary1_step2_batch_yyy10.pl,t1,y,1.99
exp_cycles_indvary1_step2_batch_yyy10.pl,u1,y,2.06
exp_cycles_indvary1_step2_batch_yyy10.pl,b3,n,2.37
exp_acyclic_indvary1_step2_batch_yyy04.pl,f2,n,2.80
exp_acyclic_indvary1_step2_batch_yyy04.pl,r2,y,2.17
exp_acyclic_indvary1_step2_batch_yyy04.pl,f1,y,2.56
exp_acyclic_indvary1_step2_batch_yyy04.pl,e1,n,2.23
exp_acyclic_indvary1_step2_batch_yyy04.pl,d1,n,2.23
exp_acyclic_indvary1_step2_batch_yyy04.pl,a3,n,2.09
exp_acyclic_indvary1_step2_batch_yyy04.pl,x1,y,2.02
exp_acyclic_indvary1_step2_batch_yyy04.pl,u1,y,2.00
exp_acyclic_indvary1_step2_batch_yyy04.pl,b1,n,2.31
exp_acyclic_indvary1_step2_batch_yyy04.pl,p1,y,2.35
exp_cycles_depvary_step8_batch_yyy02.pl,y2,n,10.60
exp_cycles_depvary_step8_batch_yyy02.pl,s1,y,2.92
exp_cycles_depvary_step8_batch_yyy02.pl,t3,n,7.44
exp_cycles_depvary_step8_batch_yyy02.pl,e4,n,7.59
exp_cycles_depvary_step8_batch_yyy02.pl,v1,n,7.94
exp_cycles_depvary_step8_batch_yyy02.pl,u2,n,5.71
exp_cycles_depvary_step8_batch_yyy02.pl,d2,y,2.58
exp_cycles_depvary_step8_batch_yyy02.pl,u1,n,8.92
exp_cycles_depvary_step8_batch_yyy02.pl,c2,n,7.12
exp_cycles_depvary_step8_batch_yyy02.pl,u3,y,3.74
exp_acyclic_indvary2_step8_batch_yyy01.pl,p1,y,3.73
exp_acyclic_indvary2_step8_batch_yyy01.pl,r2,y,3.38
exp_acyclic_indvary2_step8_batch_yyy01.pl,w1,y,4.08
exp_acyclic_indvary2_step8_batch_yyy01.pl,c1,y,4.78
exp_acyclic_indvary2_step8_batch_yyy01.pl,a1,y,4.85
exp_acyclic_indvary2_step8_batch_yyy01.pl,y2,y,4.09
exp_acyclic_indvary2_step8_batch_yyy01.pl,c2,y,4.69
exp_acyclic_indvary2_step8_batch_yyy01.pl,s2,n,2.73
exp_acyclic_indvary2_step8_batch_yyy01.pl,q2,y,4.16
exp_acyclic_indvary2_step8_batch_yyy01.pl,f2,n,4.85
exp_cycles_depvary_step4_batch_yyy05.pl,b1,n,2.63
exp_cycles_depvary_step4_batch_yyy05.pl,q1,n,2.57
exp_cycles_depvary_step4_batch_yyy05.pl,t2,n,2.36
exp_cycles_depvary_step4_batch_yyy05.pl,p2,n,2.27
exp_cycles_depvary_step4_batch_yyy05.pl,e2,n,2.47
exp_cycles_depvary_step4_batch_yyy05.pl,d1,y,2.20
exp_cycles_depvary_step4_batch_yyy05.pl,y1,y,2.38
exp_cycles_depvary_step4_batch_yyy05.pl,x1,n,3.19
exp_cycles_depvary_step4_batch_yyy05.pl,z1,n,2.03
exp_cycles_depvary_step4_batch_yyy05.pl,d2,n,2.69
exp_cycles_indvary1_step4_batch_yyy08.pl,x3,n,2.81
exp_cycles_indvary1_step4_batch_yyy08.pl,b1,n,2.98
exp_cycles_indvary1_step4_batch_yyy08.pl,f1,y,2.48
exp_cycles_indvary1_step4_batch_yyy08.pl,r3,y,2.83
exp_cycles_indvary1_step4_batch_yyy08.pl,d1,y,2.96
exp_cycles_indvary1_step4_batch_yyy08.pl,z2,y,2.80
exp_cycles_indvary1_step4_batch_yyy08.pl,b2,y,2.87
exp_cycles_indvary1_step4_batch_yyy08.pl,y3,n,2.29
exp_cycles_indvary1_step4_batch_yyy08.pl,d2,y,2.95
exp_cycles_indvary1_step4_batch_yyy08.pl,e1,y,2.16
exp_acyclic_indvary3_step7_batch_yyy09.pl,z3,n,2.19
exp_acyclic_indvary3_step7_batch_yyy09.pl,x2,n,2.57
exp_acyclic_indvary3_step7_batch_yyy09.pl,c3,y,2.35
exp_acyclic_indvary3_step7_batch_yyy09.pl,t3,n,2.49
exp_acyclic_indvary3_step7_batch_yyy09.pl,e1,n,2.86
exp_acyclic_indvary3_step7_batch_yyy09.pl,a1,y,2.43
exp_acyclic_indvary3_step7_batch_yyy09.pl,p2,n,2.67
exp_acyclic_indvary3_step7_batch_yyy09.pl,s3,n,2.69
exp_acyclic_indvary3_step7_batch_yyy09.pl,x3,n,2.65
exp_acyclic_indvary3_step7_batch_yyy09.pl,v2,n,2.56
exp_acyclic_depvary_step9_batch_yyy01.pl,r4,n,2.47
exp_acyclic_depvary_step9_batch_yyy01.pl,u5,n,4.56
exp_acyclic_depvary_step9_batch_yyy01.pl,b3,n,3.53
exp_acyclic_depvary_step9_batch_yyy01.pl,r3,y,4.38
exp_acyclic_depvary_step9_batch_yyy01.pl,b5,n,3.82
exp_acyclic_depvary_step9_batch_yyy01.pl,a2,n,3.63
exp_acyclic_depvary_step9_batch_yyy01.pl,z3,y,3.56
exp_acyclic_depvary_step9_batch_yyy01.pl,x1,n,2.64
exp_acyclic_depvary_step9_batch_yyy01.pl,q4,n,3.72
exp_acyclic_depvary_step9_batch_yyy01.pl,t3,n,3.96
exp_acyclic_depvary_step7_batch_yyy01.pl,w1,y,3.13
exp_acyclic_depvary_step7_batch_yyy01.pl,z1,y,3.46
exp_acyclic_depvary_step7_batch_yyy01.pl,u1,n,3.59
exp_acyclic_depvary_step7_batch_yyy01.pl,v1,y,2.96
exp_acyclic_depvary_step7_batch_yyy01.pl,p2,y,2.67
exp_acyclic_depvary_step7_batch_yyy01.pl,d1,y,3.25
exp_acyclic_depvary_step7_batch_yyy01.pl,y1,y,2.82
exp_acyclic_depvary_step7_batch_yyy01.pl,t1,y,3.07
exp_acyclic_depvary_step7_batch_yyy01.pl,s1,y,3.19
exp_acyclic_depvary_step7_batch_yyy01.pl,y2,y,3.46
exp_cycles_indvary1_step8_batch_yyy04.pl,z5,n,2.80
exp_cycles_indvary1_step8_batch_yyy04.pl,u6,n,2.13
exp_cycles_indvary1_step8_batch_yyy04.pl,z6,y,2.55
exp_cycles_indvary1_step8_batch_yyy04.pl,t7,n,2.47
exp_cycles_indvary1_step8_batch_yyy04.pl,x4,y,2.57
exp_cycles_indvary1_step8_batch_yyy04.pl,r6,n,2.39
exp_cycles_indvary1_step8_batch_yyy04.pl,t5,n,2.89
exp_cycles_indvary1_step8_batch_yyy04.pl,r1,n,2.51
exp_cycles_indvary1_step8_batch_yyy04.pl,p3,n,2.50
exp_cycles_indvary1_step8_batch_yyy04.pl,x1,n,2.36
exp_cycles_indvary2_step4_batch_yyy10.pl,f2,n,3.74
exp_cycles_indvary2_step4_batch_yyy10.pl,w2,y,3.18
exp_cycles_indvary2_step4_batch_yyy10.pl,v1,y,3.40
exp_cycles_indvary2_step4_batch_yyy10.pl,t2,y,3.40
exp_cycles_indvary2_step4_batch_yyy10.pl,p1,y,4.00
exp_cycles_indvary2_step4_batch_yyy10.pl,s1,y,3.51
exp_cycles_indvary2_step4_batch_yyy10.pl,d1,n,4.56
exp_cycles_indvary2_step4_batch_yyy10.pl,q2,y,3.54
exp_cycles_indvary2_step4_batch_yyy10.pl,b2,n,4.50
exp_cycles_indvary2_step4_batch_yyy10.pl,d2,y,3.38
exp_acyclic_indvary3_step3_batch_yyy02.pl,u1,n,2.37
exp_acyclic_indvary3_step3_batch_yyy02.pl,v2,n,2.60
exp_acyclic_indvary3_step3_batch_yyy02.pl,a2,y,2.71
exp_acyclic_indvary3_step3_batch_yyy02.pl,q2,n,2.29
exp_acyclic_indvary3_step3_batch_yyy02.pl,c3,y,2.54
exp_acyclic_indvary3_step3_batch_yyy02.pl,c2,y,2.87
exp_acyclic_indvary3_step3_batch_yyy02.pl,p4,n,2.09
exp_acyclic_indvary3_step3_batch_yyy02.pl,e2,y,2.21
exp_acyclic_indvary3_step3_batch_yyy02.pl,x1,n,2.24
exp_acyclic_indvary3_step3_batch_yyy02.pl,x3,n,2.09
exp_cycles_depvary_step9_batch_yyy06.pl,y4,y,2.79
exp_cycles_depvary_step9_batch_yyy06.pl,e5,y,3.77
exp_cycles_depvary_step9_batch_yyy06.pl,r5,n,359.93
exp_cycles_depvary_step9_batch_yyy06.pl,p3,TIMEOUT,600.0
exp_cycles_depvary_step9_batch_yyy06.pl,e4,y,5.40
exp_cycles_depvary_step9_batch_yyy06.pl,q1,n,458.12
exp_cycles_depvary_step9_batch_yyy06.pl,x2,y,4.36
exp_cycles_depvary_step9_batch_yyy06.pl,v3,y,5.51
exp_cycles_depvary_step9_batch_yyy06.pl,a2,n,5.61
exp_cycles_depvary_step9_batch_yyy06.pl,e3,y,101.38
exp_cycles_indvary3_step7_batch_yyy10.pl,s3,n,3.22
exp_cycles_indvary3_step7_batch_yyy10.pl,s1,n,3.33
exp_cycles_indvary3_step7_batch_yyy10.pl,y2,n,3.29
exp_cycles_indvary3_step7_batch_yyy10.pl,x3,n,3.43
exp_cycles_indvary3_step7_batch_yyy10.pl,u3,n,3.20
